2025-01-19 15:19:23,373 INFO    StreamThr :58750 [internal.py:wandb_internal():86] W&B internal server running at pid: 58750, started at: 2025-01-19 15:19:23.372059
2025-01-19 15:19:23,374 DEBUG   HandlerThread:58750 [handler.py:handle_request():146] handle_request: status
2025-01-19 15:19:23,376 INFO    WriterThread:58750 [datastore.py:open_for_write():85] open: /Users/jerry/wandb/nyc_airbnb/src/train_random_forest/wandb/run-20250119_151923-nulqmr2y/run-nulqmr2y.wandb
2025-01-19 15:19:23,376 DEBUG   SenderThread:58750 [sender.py:send():380] send: header
2025-01-19 15:19:23,400 DEBUG   SenderThread:58750 [sender.py:send():380] send: run
2025-01-19 15:19:23,709 INFO    SenderThread:58750 [dir_watcher.py:__init__():211] watching files in: /Users/jerry/wandb/nyc_airbnb/src/train_random_forest/wandb/run-20250119_151923-nulqmr2y/files
2025-01-19 15:19:23,709 INFO    SenderThread:58750 [sender.py:_start_run_threads():1124] run started: nulqmr2y with start time 1737317963.372899
2025-01-19 15:19:23,720 DEBUG   HandlerThread:58750 [handler.py:handle_request():146] handle_request: check_version
2025-01-19 15:19:23,721 DEBUG   SenderThread:58750 [sender.py:send_request():407] send_request: check_version
2025-01-19 15:19:23,820 DEBUG   HandlerThread:58750 [handler.py:handle_request():146] handle_request: run_start
2025-01-19 15:19:23,828 DEBUG   HandlerThread:58750 [system_info.py:__init__():32] System info init
2025-01-19 15:19:23,828 DEBUG   HandlerThread:58750 [system_info.py:__init__():47] System info init done
2025-01-19 15:19:23,828 INFO    HandlerThread:58750 [system_monitor.py:start():194] Starting system monitor
2025-01-19 15:19:23,829 INFO    SystemMonitor:58750 [system_monitor.py:_start():158] Starting system asset monitoring threads
2025-01-19 15:19:23,829 INFO    HandlerThread:58750 [system_monitor.py:probe():214] Collecting system info
2025-01-19 15:19:23,829 INFO    SystemMonitor:58750 [interfaces.py:start():190] Started cpu monitoring
2025-01-19 15:19:23,831 DEBUG   HandlerThread:58750 [system_info.py:probe():196] Probing system
2025-01-19 15:19:23,831 INFO    SystemMonitor:58750 [interfaces.py:start():190] Started disk monitoring
2025-01-19 15:19:23,833 INFO    SystemMonitor:58750 [interfaces.py:start():190] Started gpuapple monitoring
2025-01-19 15:19:23,836 INFO    SystemMonitor:58750 [interfaces.py:start():190] Started memory monitoring
2025-01-19 15:19:23,838 INFO    SystemMonitor:58750 [interfaces.py:start():190] Started network monitoring
2025-01-19 15:19:23,838 DEBUG   HandlerThread:58750 [system_info.py:_probe_git():181] Probing git
2025-01-19 15:19:23,857 DEBUG   HandlerThread:58750 [system_info.py:_probe_git():189] Probing git done
2025-01-19 15:19:23,858 DEBUG   HandlerThread:58750 [system_info.py:probe():244] Probing system done
2025-01-19 15:19:23,858 DEBUG   HandlerThread:58750 [system_monitor.py:probe():223] {'os': 'macOS-14.5-arm64-arm-64bit', 'python': '3.10.16', 'heartbeatAt': '2025-01-19T20:19:23.832969', 'startedAt': '2025-01-19T20:19:23.361117', 'docker': None, 'cuda': None, 'args': ('--trainval_artifact', 'trainval_data.csv:latest', '--val_size', '0.2', '--random_seed', '42', '--stratify_by', 'none', '--rf_config', 'config.yaml', '--max_tfidf_features', '100', '--output_artifact', 'random_forest_export'), 'state': 'running', 'program': '/Users/jerry/wandb/nyc_airbnb/src/train_random_forest/run.py', 'codePathLocal': 'run.py', 'codePath': 'wandb/nyc_airbnb/src/train_random_forest/run.py', 'git': {'remote': 'https://gitlab.com/wgu-gitlab-environment/task-templates/d197-version-control.git', 'commit': '07f3417fff69f2fac990b65b07147dfb637adebd'}, 'email': 'gdonofr@wgu.edu', 'root': '/Users/jerry', 'host': 'MacBook-Pro-2.attlocal.net', 'username': 'jerry', 'executable': '/Users/jerry/miniconda3/envs/mlflow-211c8fb974d6215abb361efdc7b6c4bd9a3e8dfd/bin/python', 'cpu_count': 12, 'cpu_count_logical': 12, 'cpu_freq': {'current': 4056, 'min': 696, 'max': 4056}, 'cpu_freq_per_core': [{'current': 4056, 'min': 696, 'max': 4056}], 'disk': {'/': {'total': 460.4317207336426, 'used': 12.42740249633789}}, 'gpuapple': {'type': 'arm', 'vendor': 'Apple'}, 'memory': {'total': 36.0}}
2025-01-19 15:19:23,858 INFO    HandlerThread:58750 [system_monitor.py:probe():224] Finished collecting system info
2025-01-19 15:19:23,858 INFO    HandlerThread:58750 [system_monitor.py:probe():227] Publishing system info
2025-01-19 15:19:23,858 DEBUG   HandlerThread:58750 [system_info.py:_save_pip():52] Saving list of pip packages installed into the current environment
2025-01-19 15:19:23,858 DEBUG   HandlerThread:58750 [system_info.py:_save_pip():68] Saving pip packages done
2025-01-19 15:19:23,858 DEBUG   HandlerThread:58750 [system_info.py:_save_conda():75] Saving list of conda packages installed into the current environment
2025-01-19 15:19:24,257 DEBUG   HandlerThread:58750 [system_info.py:_save_conda():87] Saving conda packages done
2025-01-19 15:19:24,258 INFO    HandlerThread:58750 [system_monitor.py:probe():229] Finished publishing system info
2025-01-19 15:19:24,259 DEBUG   SenderThread:58750 [sender.py:send():380] send: files
2025-01-19 15:19:24,259 INFO    SenderThread:58750 [sender.py:_save_file():1380] saving file wandb-metadata.json with policy now
2025-01-19 15:19:24,262 DEBUG   HandlerThread:58750 [handler.py:handle_request():146] handle_request: internal_messages
2025-01-19 15:19:24,263 DEBUG   HandlerThread:58750 [handler.py:handle_request():146] handle_request: stop_status
2025-01-19 15:19:24,263 DEBUG   SenderThread:58750 [sender.py:send():380] send: telemetry
2025-01-19 15:19:24,263 DEBUG   SenderThread:58750 [sender.py:send_request():407] send_request: stop_status
2025-01-19 15:19:24,468 DEBUG   SenderThread:58750 [sender.py:send():380] send: config
2025-01-19 15:19:24,468 DEBUG   SenderThread:58750 [sender.py:send():380] send: exit
2025-01-19 15:19:24,468 INFO    SenderThread:58750 [sender.py:send_exit():585] handling exit code: 1
2025-01-19 15:19:24,468 INFO    SenderThread:58750 [sender.py:send_exit():587] handling runtime: 0
2025-01-19 15:19:24,468 INFO    SenderThread:58750 [sender.py:_save_file():1380] saving file wandb-summary.json with policy end
2025-01-19 15:19:24,468 INFO    SenderThread:58750 [sender.py:send_exit():593] send defer
2025-01-19 15:19:24,469 DEBUG   HandlerThread:58750 [handler.py:handle_request():146] handle_request: defer
2025-01-19 15:19:24,469 INFO    HandlerThread:58750 [handler.py:handle_request_defer():172] handle defer: 0
2025-01-19 15:19:24,469 DEBUG   SenderThread:58750 [sender.py:send_request():407] send_request: defer
2025-01-19 15:19:24,469 INFO    SenderThread:58750 [sender.py:send_request_defer():609] handle sender defer: 0
2025-01-19 15:19:24,469 INFO    SenderThread:58750 [sender.py:transition_state():613] send defer: 1
2025-01-19 15:19:24,469 DEBUG   HandlerThread:58750 [handler.py:handle_request():146] handle_request: defer
2025-01-19 15:19:24,469 INFO    HandlerThread:58750 [handler.py:handle_request_defer():172] handle defer: 1
2025-01-19 15:19:24,469 DEBUG   SenderThread:58750 [sender.py:send_request():407] send_request: defer
2025-01-19 15:19:24,469 INFO    SenderThread:58750 [sender.py:send_request_defer():609] handle sender defer: 1
2025-01-19 15:19:24,469 INFO    SenderThread:58750 [sender.py:transition_state():613] send defer: 2
2025-01-19 15:19:24,469 DEBUG   HandlerThread:58750 [handler.py:handle_request():146] handle_request: defer
2025-01-19 15:19:24,469 INFO    HandlerThread:58750 [handler.py:handle_request_defer():172] handle defer: 2
2025-01-19 15:19:24,469 INFO    HandlerThread:58750 [system_monitor.py:finish():203] Stopping system monitor
2025-01-19 15:19:24,469 INFO    HandlerThread:58750 [interfaces.py:finish():202] Joined cpu monitor
2025-01-19 15:19:24,469 INFO    HandlerThread:58750 [interfaces.py:finish():202] Joined disk monitor
2025-01-19 15:19:24,469 DEBUG   SystemMonitor:58750 [system_monitor.py:_start():172] Starting system metrics aggregation loop
2025-01-19 15:19:24,469 DEBUG   SystemMonitor:58750 [system_monitor.py:_start():179] Finished system metrics aggregation loop
2025-01-19 15:19:24,469 DEBUG   SystemMonitor:58750 [system_monitor.py:_start():183] Publishing last batch of metrics
2025-01-19 15:19:24,485 INFO    HandlerThread:58750 [interfaces.py:finish():202] Joined gpuapple monitor
2025-01-19 15:19:24,485 INFO    HandlerThread:58750 [interfaces.py:finish():202] Joined memory monitor
2025-01-19 15:19:24,485 INFO    HandlerThread:58750 [interfaces.py:finish():202] Joined network monitor
2025-01-19 15:19:24,486 DEBUG   SenderThread:58750 [sender.py:send_request():407] send_request: defer
2025-01-19 15:19:24,486 INFO    SenderThread:58750 [sender.py:send_request_defer():609] handle sender defer: 2
2025-01-19 15:19:24,486 INFO    SenderThread:58750 [sender.py:transition_state():613] send defer: 3
2025-01-19 15:19:24,486 DEBUG   SenderThread:58750 [sender.py:send():380] send: telemetry
2025-01-19 15:19:24,486 DEBUG   SenderThread:58750 [sender.py:send():380] send: stats
2025-01-19 15:19:24,486 DEBUG   HandlerThread:58750 [handler.py:handle_request():146] handle_request: defer
2025-01-19 15:19:24,486 INFO    HandlerThread:58750 [handler.py:handle_request_defer():172] handle defer: 3
2025-01-19 15:19:24,486 DEBUG   SenderThread:58750 [sender.py:send_request():407] send_request: defer
2025-01-19 15:19:24,486 INFO    SenderThread:58750 [sender.py:send_request_defer():609] handle sender defer: 3
2025-01-19 15:19:24,486 INFO    SenderThread:58750 [sender.py:transition_state():613] send defer: 4
2025-01-19 15:19:24,486 DEBUG   HandlerThread:58750 [handler.py:handle_request():146] handle_request: defer
2025-01-19 15:19:24,486 INFO    HandlerThread:58750 [handler.py:handle_request_defer():172] handle defer: 4
2025-01-19 15:19:24,486 DEBUG   SenderThread:58750 [sender.py:send_request():407] send_request: defer
2025-01-19 15:19:24,486 INFO    SenderThread:58750 [sender.py:send_request_defer():609] handle sender defer: 4
2025-01-19 15:19:24,486 INFO    SenderThread:58750 [sender.py:transition_state():613] send defer: 5
2025-01-19 15:19:24,486 DEBUG   HandlerThread:58750 [handler.py:handle_request():146] handle_request: defer
2025-01-19 15:19:24,486 INFO    HandlerThread:58750 [handler.py:handle_request_defer():172] handle defer: 5
2025-01-19 15:19:24,486 DEBUG   SenderThread:58750 [sender.py:send():380] send: summary
2025-01-19 15:19:24,486 INFO    SenderThread:58750 [sender.py:_save_file():1380] saving file wandb-summary.json with policy end
2025-01-19 15:19:24,486 DEBUG   SenderThread:58750 [sender.py:send_request():407] send_request: defer
2025-01-19 15:19:24,486 INFO    SenderThread:58750 [sender.py:send_request_defer():609] handle sender defer: 5
2025-01-19 15:19:24,486 INFO    SenderThread:58750 [sender.py:transition_state():613] send defer: 6
2025-01-19 15:19:24,486 DEBUG   HandlerThread:58750 [handler.py:handle_request():146] handle_request: defer
2025-01-19 15:19:24,486 INFO    HandlerThread:58750 [handler.py:handle_request_defer():172] handle defer: 6
2025-01-19 15:19:24,486 DEBUG   SenderThread:58750 [sender.py:send_request():407] send_request: defer
2025-01-19 15:19:24,486 INFO    SenderThread:58750 [sender.py:send_request_defer():609] handle sender defer: 6
2025-01-19 15:19:24,488 DEBUG   HandlerThread:58750 [handler.py:handle_request():146] handle_request: status_report
2025-01-19 15:19:24,568 INFO    SenderThread:58750 [sender.py:transition_state():613] send defer: 7
2025-01-19 15:19:24,568 DEBUG   HandlerThread:58750 [handler.py:handle_request():146] handle_request: defer
2025-01-19 15:19:24,568 INFO    HandlerThread:58750 [handler.py:handle_request_defer():172] handle defer: 7
2025-01-19 15:19:24,568 DEBUG   SenderThread:58750 [sender.py:send_request():407] send_request: defer
2025-01-19 15:19:24,568 INFO    SenderThread:58750 [sender.py:send_request_defer():609] handle sender defer: 7
2025-01-19 15:19:24,687 INFO    wandb-upload_0:58750 [upload_job.py:push():131] Uploaded file /var/folders/rc/3rxfjq553053sqwdkq4r9kjm0000gn/T/tmpn0lxs4xhwandb/pq5zr2s4-wandb-metadata.json
2025-01-19 15:19:24,718 INFO    Thread-12 :58750 [dir_watcher.py:_on_file_modified():288] file/dir modified: /Users/jerry/wandb/nyc_airbnb/src/train_random_forest/wandb/run-20250119_151923-nulqmr2y/files/config.yaml
2025-01-19 15:19:24,719 INFO    Thread-12 :58750 [dir_watcher.py:_on_file_created():271] file/dir created: /Users/jerry/wandb/nyc_airbnb/src/train_random_forest/wandb/run-20250119_151923-nulqmr2y/files/wandb-metadata.json
2025-01-19 15:19:24,719 INFO    Thread-12 :58750 [dir_watcher.py:_on_file_created():271] file/dir created: /Users/jerry/wandb/nyc_airbnb/src/train_random_forest/wandb/run-20250119_151923-nulqmr2y/files/requirements.txt
2025-01-19 15:19:24,720 INFO    Thread-12 :58750 [dir_watcher.py:_on_file_created():271] file/dir created: /Users/jerry/wandb/nyc_airbnb/src/train_random_forest/wandb/run-20250119_151923-nulqmr2y/files/output.log
2025-01-19 15:19:24,720 INFO    Thread-12 :58750 [dir_watcher.py:_on_file_created():271] file/dir created: /Users/jerry/wandb/nyc_airbnb/src/train_random_forest/wandb/run-20250119_151923-nulqmr2y/files/conda-environment.yaml
2025-01-19 15:19:24,720 INFO    Thread-12 :58750 [dir_watcher.py:_on_file_created():271] file/dir created: /Users/jerry/wandb/nyc_airbnb/src/train_random_forest/wandb/run-20250119_151923-nulqmr2y/files/wandb-summary.json
2025-01-19 15:19:25,270 DEBUG   HandlerThread:58750 [handler.py:handle_request():146] handle_request: poll_exit
2025-01-19 15:19:26,479 INFO    SenderThread:58750 [sender.py:transition_state():613] send defer: 8
2025-01-19 15:19:26,479 DEBUG   SenderThread:58750 [sender.py:send_request():407] send_request: poll_exit
2025-01-19 15:19:26,479 DEBUG   HandlerThread:58750 [handler.py:handle_request():146] handle_request: defer
2025-01-19 15:19:26,481 INFO    HandlerThread:58750 [handler.py:handle_request_defer():172] handle defer: 8
2025-01-19 15:19:26,481 DEBUG   SenderThread:58750 [sender.py:send_request():407] send_request: defer
2025-01-19 15:19:26,481 INFO    SenderThread:58750 [sender.py:send_request_defer():609] handle sender defer: 8
2025-01-19 15:19:26,481 INFO    SenderThread:58750 [job_builder.py:build():298] Attempting to build job artifact
2025-01-19 15:19:26,481 INFO    SenderThread:58750 [job_builder.py:_get_source_type():428] is repo sourced job
2025-01-19 15:19:26,503 INFO    SenderThread:58750 [job_builder.py:build():404] adding wandb-job metadata file
2025-01-19 15:19:26,505 INFO    SenderThread:58750 [sender.py:transition_state():613] send defer: 9
2025-01-19 15:19:26,505 DEBUG   HandlerThread:58750 [handler.py:handle_request():146] handle_request: defer
2025-01-19 15:19:26,505 INFO    HandlerThread:58750 [handler.py:handle_request_defer():172] handle defer: 9
