2025-01-29 18:32:31,700 INFO    StreamThr :38674 [internal.py:wandb_internal():86] W&B internal server running at pid: 38674, started at: 2025-01-29 18:32:31.700251
2025-01-29 18:32:31,701 DEBUG   HandlerThread:38674 [handler.py:handle_request():146] handle_request: status
2025-01-29 18:32:31,702 INFO    WriterThread:38674 [datastore.py:open_for_write():85] open: /Users/jerry/wandb/nyc_airbnb/src/data_check/wandb/run-20250129_183231-iqnrm3n4/run-iqnrm3n4.wandb
2025-01-29 18:32:31,702 DEBUG   SenderThread:38674 [sender.py:send():380] send: header
2025-01-29 18:32:31,718 DEBUG   SenderThread:38674 [sender.py:send():380] send: run
2025-01-29 18:32:31,719 INFO    SenderThread:38674 [sender.py:_maybe_setup_resume():759] checking resume status for None/nyc_airbnb/iqnrm3n4
2025-01-29 18:32:32,160 INFO    SenderThread:38674 [dir_watcher.py:__init__():211] watching files in: /Users/jerry/wandb/nyc_airbnb/src/data_check/wandb/run-20250129_183231-iqnrm3n4/files
2025-01-29 18:32:32,160 INFO    SenderThread:38674 [sender.py:_start_run_threads():1124] run started: iqnrm3n4 with start time 1738193551.700725
2025-01-29 18:32:32,174 DEBUG   HandlerThread:38674 [handler.py:handle_request():146] handle_request: check_version
2025-01-29 18:32:32,174 DEBUG   SenderThread:38674 [sender.py:send_request():407] send_request: check_version
2025-01-29 18:32:32,263 DEBUG   HandlerThread:38674 [handler.py:handle_request():146] handle_request: run_start
2025-01-29 18:32:32,278 DEBUG   HandlerThread:38674 [system_info.py:__init__():32] System info init
2025-01-29 18:32:32,278 DEBUG   HandlerThread:38674 [system_info.py:__init__():47] System info init done
2025-01-29 18:32:32,278 INFO    HandlerThread:38674 [system_monitor.py:start():194] Starting system monitor
2025-01-29 18:32:32,278 INFO    SystemMonitor:38674 [system_monitor.py:_start():158] Starting system asset monitoring threads
2025-01-29 18:32:32,278 INFO    HandlerThread:38674 [system_monitor.py:probe():214] Collecting system info
2025-01-29 18:32:32,279 INFO    SystemMonitor:38674 [interfaces.py:start():190] Started cpu monitoring
2025-01-29 18:32:32,279 DEBUG   HandlerThread:38674 [system_info.py:probe():196] Probing system
2025-01-29 18:32:32,280 INFO    SystemMonitor:38674 [interfaces.py:start():190] Started disk monitoring
2025-01-29 18:32:32,282 INFO    SystemMonitor:38674 [interfaces.py:start():190] Started gpuapple monitoring
2025-01-29 18:32:32,284 INFO    SystemMonitor:38674 [interfaces.py:start():190] Started memory monitoring
2025-01-29 18:32:32,284 INFO    SystemMonitor:38674 [interfaces.py:start():190] Started network monitoring
2025-01-29 18:32:32,287 DEBUG   HandlerThread:38674 [system_info.py:_probe_git():181] Probing git
2025-01-29 18:32:32,304 DEBUG   HandlerThread:38674 [system_info.py:_probe_git():189] Probing git done
2025-01-29 18:32:32,304 DEBUG   HandlerThread:38674 [system_info.py:probe():244] Probing system done
2025-01-29 18:32:32,304 DEBUG   HandlerThread:38674 [system_monitor.py:probe():223] {'os': 'macOS-14.5-arm64-arm-64bit', 'python': '3.9.0', 'heartbeatAt': '2025-01-29T23:32:32.279977', 'startedAt': '2025-01-29T23:32:31.695532', 'docker': None, 'cuda': None, 'args': ('.', '-vv', '--csv', 'clean_sample.csv:latest', '--ref', 'clean_sample.csv:reference', '--kl_threshold', '0.2', '--min_price', '10', '--max_price', '350'), 'state': 'running', 'program': '/Users/jerry/miniconda3/envs/mlflow-6d0f742812f1516a2553621ddcf4cbd3cd1467db/bin/pytest', 'codePathLocal': None, 'codePath': 'miniconda3/envs/mlflow-6d0f742812f1516a2553621ddcf4cbd3cd1467db/bin/pytest', 'git': {'remote': 'git@github.com:Jerryd111/Build-an-ML-Pipeline-for-Short-term-Rental-Prices-in-NYC-WGU-.git', 'commit': 'ad06f3ac625b6df0e45ed5095f6a25494650d6ac'}, 'email': 'gdonofr@wgu.edu', 'root': '/Users/jerry', 'host': 'MacBook-Pro-2.attlocal.net', 'username': 'jerry', 'executable': '/Users/jerry/miniconda3/envs/mlflow-6d0f742812f1516a2553621ddcf4cbd3cd1467db/bin/python', 'cpu_count': 12, 'cpu_count_logical': 12, 'cpu_freq': {'current': 4056, 'min': 696, 'max': 4056}, 'cpu_freq_per_core': [{'current': 4056, 'min': 696, 'max': 4056}], 'disk': {'/': {'total': 460.4317207336426, 'used': 12.42740249633789}}, 'gpuapple': {'type': 'arm', 'vendor': 'Apple'}, 'memory': {'total': 36.0}}
2025-01-29 18:32:32,305 INFO    HandlerThread:38674 [system_monitor.py:probe():224] Finished collecting system info
2025-01-29 18:32:32,305 INFO    HandlerThread:38674 [system_monitor.py:probe():227] Publishing system info
2025-01-29 18:32:32,305 DEBUG   HandlerThread:38674 [system_info.py:_save_pip():52] Saving list of pip packages installed into the current environment
2025-01-29 18:32:32,305 DEBUG   HandlerThread:38674 [system_info.py:_save_pip():68] Saving pip packages done
2025-01-29 18:32:32,305 DEBUG   HandlerThread:38674 [system_info.py:_save_conda():75] Saving list of conda packages installed into the current environment
2025-01-29 18:32:32,937 DEBUG   HandlerThread:38674 [system_info.py:_save_conda():87] Saving conda packages done
2025-01-29 18:32:32,937 INFO    HandlerThread:38674 [system_monitor.py:probe():229] Finished publishing system info
2025-01-29 18:32:32,939 DEBUG   SenderThread:38674 [sender.py:send():380] send: files
2025-01-29 18:32:32,939 INFO    SenderThread:38674 [sender.py:_save_file():1380] saving file wandb-metadata.json with policy now
