2025-01-12 17:17:55,953 INFO    StreamThr :24434 [internal.py:wandb_internal():86] W&B internal server running at pid: 24434, started at: 2025-01-12 17:17:55.952120
2025-01-12 17:17:55,954 DEBUG   HandlerThread:24434 [handler.py:handle_request():146] handle_request: status
2025-01-12 17:17:55,956 INFO    WriterThread:24434 [datastore.py:open_for_write():85] open: /Users/jerry/Project-Build-an-ML-Pipeline-Starter/src/train_random_forest/wandb/run-20250112_171755-bsabiwgh/run-bsabiwgh.wandb
2025-01-12 17:17:55,957 DEBUG   SenderThread:24434 [sender.py:send():380] send: header
2025-01-12 17:17:55,980 DEBUG   SenderThread:24434 [sender.py:send():380] send: run
2025-01-12 17:17:56,213 INFO    SenderThread:24434 [dir_watcher.py:__init__():211] watching files in: /Users/jerry/Project-Build-an-ML-Pipeline-Starter/src/train_random_forest/wandb/run-20250112_171755-bsabiwgh/files
2025-01-12 17:17:56,213 INFO    SenderThread:24434 [sender.py:_start_run_threads():1124] run started: bsabiwgh with start time 1736720275.953026
2025-01-12 17:17:56,225 DEBUG   HandlerThread:24434 [handler.py:handle_request():146] handle_request: check_version
2025-01-12 17:17:56,225 DEBUG   SenderThread:24434 [sender.py:send_request():407] send_request: check_version
2025-01-12 17:17:56,333 DEBUG   HandlerThread:24434 [handler.py:handle_request():146] handle_request: run_start
2025-01-12 17:17:56,341 DEBUG   HandlerThread:24434 [system_info.py:__init__():32] System info init
2025-01-12 17:17:56,341 DEBUG   HandlerThread:24434 [system_info.py:__init__():47] System info init done
2025-01-12 17:17:56,341 INFO    HandlerThread:24434 [system_monitor.py:start():194] Starting system monitor
2025-01-12 17:17:56,342 INFO    SystemMonitor:24434 [system_monitor.py:_start():158] Starting system asset monitoring threads
2025-01-12 17:17:56,342 INFO    HandlerThread:24434 [system_monitor.py:probe():214] Collecting system info
2025-01-12 17:17:56,344 INFO    SystemMonitor:24434 [interfaces.py:start():190] Started cpu monitoring
2025-01-12 17:17:56,344 DEBUG   HandlerThread:24434 [system_info.py:probe():196] Probing system
2025-01-12 17:17:56,344 INFO    SystemMonitor:24434 [interfaces.py:start():190] Started disk monitoring
2025-01-12 17:17:56,346 INFO    SystemMonitor:24434 [interfaces.py:start():190] Started gpuapple monitoring
2025-01-12 17:17:56,349 INFO    SystemMonitor:24434 [interfaces.py:start():190] Started memory monitoring
2025-01-12 17:17:56,350 INFO    SystemMonitor:24434 [interfaces.py:start():190] Started network monitoring
2025-01-12 17:17:56,351 DEBUG   HandlerThread:24434 [system_info.py:_probe_git():181] Probing git
2025-01-12 17:17:56,369 DEBUG   HandlerThread:24434 [system_info.py:_probe_git():189] Probing git done
2025-01-12 17:17:56,369 DEBUG   HandlerThread:24434 [system_info.py:probe():244] Probing system done
2025-01-12 17:17:56,369 DEBUG   HandlerThread:24434 [system_monitor.py:probe():223] {'os': 'macOS-14.5-arm64-arm-64bit', 'python': '3.10.16', 'heartbeatAt': '2025-01-12T22:17:56.346161', 'startedAt': '2025-01-12T22:17:55.943561', 'docker': None, 'cuda': None, 'args': ('--trainval_artifact', 'trainval_data.csv:latest', '--val_size', '0.2', '--random_seed', '42', '--stratify_by', 'none', '--rf_config', 'config.yaml', '--max_tfidf_features', '100', '--output_artifact', 'random_forest_export'), 'state': 'running', 'program': '/Users/jerry/Project-Build-an-ML-Pipeline-Starter/src/train_random_forest/run.py', 'codePathLocal': 'run.py', 'codePath': 'src/train_random_forest/run.py', 'git': {'remote': 'git@github.com:Jerryd111/Build-an-ML-Pipeline-for-Short-term-Rental-Prices-in-NYC-WGU-.git', 'commit': 'd5035c2adbb22b6480ce9c63d32da923c5627a6d'}, 'email': 'gdonofr@wgu.edu', 'root': '/Users/jerry/Project-Build-an-ML-Pipeline-Starter', 'host': 'MacBook-Pro-2.attlocal.net', 'username': 'jerry', 'executable': '/Users/jerry/miniconda3/envs/mlflow-211c8fb974d6215abb361efdc7b6c4bd9a3e8dfd/bin/python', 'cpu_count': 12, 'cpu_count_logical': 12, 'cpu_freq': {'current': 4056, 'min': 696, 'max': 4056}, 'cpu_freq_per_core': [{'current': 4056, 'min': 696, 'max': 4056}], 'disk': {'/': {'total': 460.4317207336426, 'used': 12.426765441894531}}, 'gpuapple': {'type': 'arm', 'vendor': 'Apple'}, 'memory': {'total': 36.0}}
2025-01-12 17:17:56,369 INFO    HandlerThread:24434 [system_monitor.py:probe():224] Finished collecting system info
2025-01-12 17:17:56,369 INFO    HandlerThread:24434 [system_monitor.py:probe():227] Publishing system info
2025-01-12 17:17:56,369 DEBUG   HandlerThread:24434 [system_info.py:_save_pip():52] Saving list of pip packages installed into the current environment
2025-01-12 17:17:56,369 DEBUG   HandlerThread:24434 [system_info.py:_save_pip():68] Saving pip packages done
2025-01-12 17:17:56,369 DEBUG   HandlerThread:24434 [system_info.py:_save_conda():75] Saving list of conda packages installed into the current environment
2025-01-12 17:17:56,769 DEBUG   HandlerThread:24434 [system_info.py:_save_conda():87] Saving conda packages done
2025-01-12 17:17:56,769 INFO    HandlerThread:24434 [system_monitor.py:probe():229] Finished publishing system info
2025-01-12 17:17:56,771 DEBUG   SenderThread:24434 [sender.py:send():380] send: files
2025-01-12 17:17:56,771 INFO    SenderThread:24434 [sender.py:_save_file():1380] saving file wandb-metadata.json with policy now
2025-01-12 17:17:56,774 DEBUG   HandlerThread:24434 [handler.py:handle_request():146] handle_request: stop_status
2025-01-12 17:17:56,774 DEBUG   SenderThread:24434 [sender.py:send_request():407] send_request: stop_status
2025-01-12 17:17:56,774 DEBUG   HandlerThread:24434 [handler.py:handle_request():146] handle_request: internal_messages
2025-01-12 17:17:56,955 DEBUG   SenderThread:24434 [sender.py:send():380] send: telemetry
2025-01-12 17:17:56,956 DEBUG   SenderThread:24434 [sender.py:send():380] send: config
2025-01-12 17:17:56,956 DEBUG   SenderThread:24434 [sender.py:send():380] send: exit
2025-01-12 17:17:56,956 INFO    SenderThread:24434 [sender.py:send_exit():585] handling exit code: 1
2025-01-12 17:17:56,956 INFO    SenderThread:24434 [sender.py:send_exit():587] handling runtime: 0
2025-01-12 17:17:56,956 INFO    SenderThread:24434 [sender.py:_save_file():1380] saving file wandb-summary.json with policy end
2025-01-12 17:17:56,956 INFO    SenderThread:24434 [sender.py:send_exit():593] send defer
2025-01-12 17:17:56,956 DEBUG   HandlerThread:24434 [handler.py:handle_request():146] handle_request: defer
2025-01-12 17:17:56,956 INFO    HandlerThread:24434 [handler.py:handle_request_defer():172] handle defer: 0
2025-01-12 17:17:56,957 DEBUG   SenderThread:24434 [sender.py:send_request():407] send_request: defer
2025-01-12 17:17:56,957 INFO    SenderThread:24434 [sender.py:send_request_defer():609] handle sender defer: 0
2025-01-12 17:17:56,957 INFO    SenderThread:24434 [sender.py:transition_state():613] send defer: 1
2025-01-12 17:17:56,957 DEBUG   HandlerThread:24434 [handler.py:handle_request():146] handle_request: defer
2025-01-12 17:17:56,957 INFO    HandlerThread:24434 [handler.py:handle_request_defer():172] handle defer: 1
2025-01-12 17:17:56,957 DEBUG   SenderThread:24434 [sender.py:send_request():407] send_request: defer
2025-01-12 17:17:56,957 INFO    SenderThread:24434 [sender.py:send_request_defer():609] handle sender defer: 1
2025-01-12 17:17:56,957 INFO    SenderThread:24434 [sender.py:transition_state():613] send defer: 2
2025-01-12 17:17:56,957 DEBUG   HandlerThread:24434 [handler.py:handle_request():146] handle_request: defer
2025-01-12 17:17:56,957 INFO    HandlerThread:24434 [handler.py:handle_request_defer():172] handle defer: 2
2025-01-12 17:17:56,957 INFO    HandlerThread:24434 [system_monitor.py:finish():203] Stopping system monitor
2025-01-12 17:17:56,957 DEBUG   SystemMonitor:24434 [system_monitor.py:_start():172] Starting system metrics aggregation loop
2025-01-12 17:17:56,957 DEBUG   SystemMonitor:24434 [system_monitor.py:_start():179] Finished system metrics aggregation loop
2025-01-12 17:17:56,957 DEBUG   SystemMonitor:24434 [system_monitor.py:_start():183] Publishing last batch of metrics
2025-01-12 17:17:56,957 INFO    HandlerThread:24434 [interfaces.py:finish():202] Joined cpu monitor
2025-01-12 17:17:56,957 INFO    HandlerThread:24434 [interfaces.py:finish():202] Joined disk monitor
2025-01-12 17:17:56,957 INFO    HandlerThread:24434 [interfaces.py:finish():202] Joined gpuapple monitor
2025-01-12 17:17:56,957 INFO    HandlerThread:24434 [interfaces.py:finish():202] Joined memory monitor
2025-01-12 17:17:56,957 INFO    HandlerThread:24434 [interfaces.py:finish():202] Joined network monitor
2025-01-12 17:17:56,958 DEBUG   SenderThread:24434 [sender.py:send_request():407] send_request: defer
2025-01-12 17:17:56,958 INFO    SenderThread:24434 [sender.py:send_request_defer():609] handle sender defer: 2
2025-01-12 17:17:56,958 INFO    SenderThread:24434 [sender.py:transition_state():613] send defer: 3
2025-01-12 17:17:56,958 DEBUG   SenderThread:24434 [sender.py:send():380] send: telemetry
2025-01-12 17:17:56,958 DEBUG   SenderThread:24434 [sender.py:send():380] send: stats
2025-01-12 17:17:56,958 DEBUG   HandlerThread:24434 [handler.py:handle_request():146] handle_request: defer
2025-01-12 17:17:56,958 INFO    HandlerThread:24434 [handler.py:handle_request_defer():172] handle defer: 3
2025-01-12 17:17:56,958 DEBUG   SenderThread:24434 [sender.py:send_request():407] send_request: defer
2025-01-12 17:17:56,958 INFO    SenderThread:24434 [sender.py:send_request_defer():609] handle sender defer: 3
2025-01-12 17:17:56,958 INFO    SenderThread:24434 [sender.py:transition_state():613] send defer: 4
2025-01-12 17:17:56,958 DEBUG   HandlerThread:24434 [handler.py:handle_request():146] handle_request: defer
2025-01-12 17:17:56,958 INFO    HandlerThread:24434 [handler.py:handle_request_defer():172] handle defer: 4
2025-01-12 17:17:56,958 DEBUG   SenderThread:24434 [sender.py:send_request():407] send_request: defer
2025-01-12 17:17:56,958 INFO    SenderThread:24434 [sender.py:send_request_defer():609] handle sender defer: 4
2025-01-12 17:17:56,958 INFO    SenderThread:24434 [sender.py:transition_state():613] send defer: 5
2025-01-12 17:17:56,958 DEBUG   HandlerThread:24434 [handler.py:handle_request():146] handle_request: defer
2025-01-12 17:17:56,958 INFO    HandlerThread:24434 [handler.py:handle_request_defer():172] handle defer: 5
2025-01-12 17:17:56,958 DEBUG   SenderThread:24434 [sender.py:send():380] send: summary
2025-01-12 17:17:56,958 INFO    SenderThread:24434 [sender.py:_save_file():1380] saving file wandb-summary.json with policy end
2025-01-12 17:17:56,958 DEBUG   SenderThread:24434 [sender.py:send_request():407] send_request: defer
2025-01-12 17:17:56,958 INFO    SenderThread:24434 [sender.py:send_request_defer():609] handle sender defer: 5
2025-01-12 17:17:56,958 INFO    SenderThread:24434 [sender.py:transition_state():613] send defer: 6
2025-01-12 17:17:56,958 DEBUG   HandlerThread:24434 [handler.py:handle_request():146] handle_request: defer
2025-01-12 17:17:56,958 INFO    HandlerThread:24434 [handler.py:handle_request_defer():172] handle defer: 6
2025-01-12 17:17:56,958 DEBUG   SenderThread:24434 [sender.py:send_request():407] send_request: defer
2025-01-12 17:17:56,958 INFO    SenderThread:24434 [sender.py:send_request_defer():609] handle sender defer: 6
2025-01-12 17:17:56,960 DEBUG   HandlerThread:24434 [handler.py:handle_request():146] handle_request: status_report
2025-01-12 17:17:57,034 INFO    SenderThread:24434 [sender.py:transition_state():613] send defer: 7
2025-01-12 17:17:57,034 DEBUG   HandlerThread:24434 [handler.py:handle_request():146] handle_request: defer
2025-01-12 17:17:57,034 INFO    HandlerThread:24434 [handler.py:handle_request_defer():172] handle defer: 7
2025-01-12 17:17:57,034 DEBUG   SenderThread:24434 [sender.py:send_request():407] send_request: defer
2025-01-12 17:17:57,034 INFO    SenderThread:24434 [sender.py:send_request_defer():609] handle sender defer: 7
2025-01-12 17:17:57,196 INFO    wandb-upload_0:24434 [upload_job.py:push():131] Uploaded file /var/folders/rc/3rxfjq553053sqwdkq4r9kjm0000gn/T/tmp6fqwfla5wandb/pzpb7ct7-wandb-metadata.json
2025-01-12 17:17:57,223 INFO    Thread-12 :24434 [dir_watcher.py:_on_file_modified():288] file/dir modified: /Users/jerry/Project-Build-an-ML-Pipeline-Starter/src/train_random_forest/wandb/run-20250112_171755-bsabiwgh/files/config.yaml
2025-01-12 17:17:57,223 INFO    Thread-12 :24434 [dir_watcher.py:_on_file_created():271] file/dir created: /Users/jerry/Project-Build-an-ML-Pipeline-Starter/src/train_random_forest/wandb/run-20250112_171755-bsabiwgh/files/output.log
